,Loan_ID,Name,Las_Name,Gender,Age,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,ZIP,Primary City,latitude,longitude
504,364,15,88,1,29,0,2,0,0,1966,1343.885984160171,182.940078943737,360.0,1.0,2,0,33168,3,25.73,-80.17
505,291,241,68,1,52,0,2,1,0,3634,1721.630606905694,136.78939396741413,480.0,1.0,0,1,33131,3,25.53,-80.29
508,3,225,104,1,25,1,0,0,0,2915,1084.730090471367,103.96158608698462,360.0,1.0,2,0,33137,3,25.94,-80.23
509,275,164,1,1,25,1,0,0,0,1346,1505.6388083749569,143.4285896028212,360.0,1.0,2,1,33015,3,25.61,-80.41
510,169,178,101,1,30,0,0,0,0,2266,3897.7143200689297,95.19907276840485,360.0,0.0,1,1,33129,3,25.73,-80.14
511,113,33,138,1,39,1,1,0,0,3676,1825.353542478357,111.03382544784206,360.0,0.0,1,1,33131,3,25.49,-80.46
512,78,215,119,1,25,1,0,0,0,1464,1910.5487714045457,141.0138234408298,360.0,1.0,0,1,33129,3,25.77,-80.21
518,150,241,136,1,28,0,0,0,0,2147,1808.521497091179,101.49137657203458,360.0,1.0,1,1,33157,3,25.75,-80.51
520,110,190,114,1,45,0,0,0,1,1675,1299.367272161396,142.96817343553187,360.0,0.0,0,0,33146,3,25.81,-80.46
522,129,256,136,1,45,0,1,0,0,2263,1433.633828921162,117.69434743118033,360.0,0.0,2,0,33016,6,25.6,-80.4
523,196,218,135,0,23,1,0,0,0,1395,2183.3563553293334,170.56576597682732,180.0,1.0,1,1,33142,3,25.86,-80.32
526,62,230,114,1,30,0,0,0,0,1573,2401.3740616595896,106.26692908178185,360.0,1.0,1,0,33184,5,25.7,-80.24
527,285,261,16,1,28,0,2,0,0,8640,1550.4862046658238,148.45350108633406,360.0,1.0,0,0,33169,3,25.48,-80.17
528,261,88,46,1,36,1,0,1,0,1245,1822.6660953121764,190.98452485427617,300.0,1.0,0,1,33138,3,25.92,-80.24
529,168,113,166,0,19,0,2,0,0,1070,2645.181261401599,198.3819939524776,360.0,1.0,0,0,33181,3,25.86,-80.28
530,299,59,25,1,20,0,0,0,0,5558,1994.2905008270668,115.52872540408626,360.0,1.0,2,1,33173,3,25.85,-80.14
534,309,210,114,0,27,0,0,0,0,1713,2896.325683647385,103.93297397612459,180.0,1.0,1,1,33194,3,25.73,-80.24
539,244,103,46,1,29,0,1,0,0,1410,1428.6943702684102,177.36631169978006,360.0,1.0,1,1,33170,3,25.56,-80.51
546,118,182,135,1,25,0,0,0,0,3348,1707.6528977403545,113.88169107579925,360.0,1.0,1,0,33189,3,25.61,-80.3
548,328,288,135,1,19,0,0,1,0,3946,1257.0087289555042,130.25056641438158,360.0,0.0,0,0,33174,4,25.78,-80.2
549,60,152,147,1,47,1,0,0,0,1563,1621.2713776487228,109.6174172137923,360.0,0.0,0,1,33122,3,25.82,-80.58
551,317,217,114,1,23,0,3,0,0,3457,931.8498124398172,168.2544105821349,360.0,1.0,2,0,33157,3,25.7,-80.38
552,262,183,1,1,36,0,0,0,0,3583,3969.8805417383664,237.6934055899625,360.0,1.0,0,1,33150,3,25.77,-80.4
553,370,151,111,1,36,1,0,1,1,3012,2570.4844360808515,173.73863778426394,180.0,1.0,0,1,33013,3,25.52,-80.27
555,31,158,135,1,51,0,0,1,1,1698,1991.5392971749125,213.06354230612783,360.0,0.0,0,0,33158,3,25.78,-80.46
556,209,358,71,1,35,0,0,0,0,2687,1269.7002331049312,128.20761136990137,180.0,1.0,2,1,33055,3,25.88,-80.36
558,83,135,136,1,31,1,0,0,0,4482,2149.8911820464073,97.3714756549596,180.0,1.0,0,1,33010,3,25.77,-80.29
561,180,69,162,0,19,0,0,0,0,1027,2792.8893616360465,118.85996180152388,360.0,1.0,0,0,33013,0,25.93,-80.32
566,73,164,0,1,35,0,1,1,0,1451,1274.575522468365,288.52679261395554,360.0,0.0,2,1,33125,3,25.6,-80.24
567,146,306,114,1,49,0,0,0,0,1873,1545.7191544660625,102.98276932650171,360.0,1.0,0,1,33015,3,25.49,-80.21
568,334,44,60,1,29,0,1,0,0,6392,1552.3318269978527,121.85847695445185,180.0,1.0,0,1,33184,4,25.7,-80.3
570,166,114,70,1,23,0,2,0,0,1489,1199.1467697542666,144.11656717120698,360.0,0.0,0,1,33161,0,25.73,-80.29
571,74,307,144,1,50,0,1,0,0,2606,1890.1716927959715,245.374920228526,360.0,0.0,1,1,33109,0,25.89,-80.3
576,173,225,122,0,21,0,0,0,0,1234,2230.356922159206,158.4426935138035,360.0,0.0,0,0,33010,2,25.77,-80.23
577,384,5,44,0,24,0,0,0,0,1241,1877.5022903608553,157.5989208908889,360.0,1.0,2,1,33196,3,25.7,-80.5
579,368,14,110,1,41,1,0,0,0,930,1951.936965753756,131.3133877780651,480.0,0.0,0,1,33154,3,25.72,-80.18
582,345,259,72,1,27,1,0,0,1,1507,878.8973502312144,110.44462485006967,360.0,0.0,0,1,33155,7,25.92,-80.29
583,144,166,135,1,30,0,0,0,0,1649,2334.4647382148046,124.27844132940535,360.0,1.0,0,1,33187,6,25.73,-80.27
584,32,158,114,1,41,1,0,0,0,2530,1807.2875160086182,196.04678407564816,360.0,1.0,2,1,33136,3,25.77,-80.17
587,373,7,44,1,33,0,0,1,0,1902,1976.2515486427162,401.1195548308859,360.0,1.0,2,0,33161,3,25.73,-80.14
588,396,158,135,1,49,1,0,0,0,2222,1888.654285401709,136.0561924937051,360.0,1.0,0,1,33018,3,25.79,-80.24
592,349,307,135,1,40,0,2,0,0,3365,1128.6574414011284,185.68046045516562,360.0,0.0,1,0,33032,3,25.86,-80.16
594,54,242,135,1,29,1,0,0,1,3082,2030.01693450819,124.6629564631075,360.0,1.0,0,1,33146,3,25.85,-80.51
595,310,139,114,1,20,0,1,1,0,2393,1318.2799501335785,97.69169319333383,480.0,0.0,0,1,33032,3,25.89,-80.32
602,149,300,34,1,20,0,0,0,0,3906,3543.576621005442,181.97108879282533,360.0,1.0,0,0,33126,3,25.78,-80.3
606,221,224,11,0,49,0,0,1,0,2066,1232.536212545825,210.2349475878924,180.0,1.0,0,0,33143,1,25.57,-80.34
608,14,130,45,0,26,0,0,0,0,1572,1726.420846190751,104.44670510665642,360.0,1.0,0,0,33133,3,25.75,-80.36
614,129,250,114,1,29,0,0,0,1,5632,1486.0079274418056,219.30320400713725,360.0,1.0,2,1,33131,0,25.81,-80.46
616,225,93,144,1,53,1,2,0,0,1025,1789.8925362386021,109.44798920062978,360.0,1.0,1,0,33129,3,25.81,-80.49
618,71,262,119,1,24,1,0,0,1,1783,1824.7041761910305,148.74970989339786,360.0,1.0,1,1,33170,3,25.96,-80.31
619,51,112,115,1,26,0,1,0,0,1508,4266.880186159126,193.69787460295763,480.0,1.0,1,0,33193,3,25.85,-80.45
627,245,156,6,1,29,0,0,0,0,4632,1932.7182687612703,157.85640566716506,360.0,0.0,0,1,33176,4,25.81,-80.51
630,32,235,154,0,45,1,3,0,0,3845,1629.3394271014831,95.65133324791952,360.0,0.0,1,1,33141,1,25.49,-80.51
633,180,352,104,1,21,1,1,0,0,4873,2508.4495417736925,151.3363919164708,360.0,1.0,1,1,33155,3,25.65,-80.21
635,278,119,86,1,19,0,0,0,0,1813,685.3730535685118,139.69685048265134,360.0,1.0,2,1,33157,3,25.89,-80.41
636,337,195,118,1,45,1,0,1,0,3351,1482.0544953952726,119.53387993465512,360.0,1.0,2,1,33189,3,25.5,-80.24
638,359,322,10,1,42,1,0,0,0,1634,2262.4215139537027,149.7112732121186,360.0,1.0,0,1,33131,0,25.93,-80.15
639,337,130,37,1,33,0,1,1,1,1810,2014.2137995613248,111.86943815813096,360.0,0.0,0,1,33177,6,25.73,-80.47
641,174,156,135,1,20,0,2,0,0,938,557.2761930203947,163.34134368186585,360.0,0.0,0,1,33128,3,25.81,-80.3
642,306,294,130,1,43,0,1,0,1,2335,3694.456578338247,120.03718006130804,360.0,1.0,0,1,33035,3,25.96,-80.36
643,53,30,25,1,24,0,3,0,0,1881,1032.2393449309175,102.86913714034256,360.0,1.0,1,1,33169,3,25.52,-80.41
645,261,139,44,1,31,0,0,0,0,2382,2891.3197110286674,113.03888597532651,360.0,0.0,0,1,33190,0,25.52,-80.17
646,383,139,22,1,53,1,0,1,0,2191,3676.568271163979,94.45201579655307,360.0,1.0,2,1,33169,3,25.78,-80.14
647,278,57,114,1,25,1,3,0,1,1341,2831.7355298298753,221.4413914703257,360.0,0.0,0,1,33183,3,25.71,-80.27
653,202,49,164,1,22,0,0,0,1,1445,588.7191292603707,93.16799431330264,360.0,1.0,1,0,33168,3,25.61,-80.41
655,237,177,114,1,22,0,1,0,0,4373,576.2216327075867,154.28476016814747,180.0,1.0,1,0,33169,3,25.78,-80.46
657,257,165,84,1,42,0,0,0,0,1742,1360.1149546603156,113.21370552460078,360.0,0.0,0,1,33158,3,25.76,-80.51
665,240,341,119,1,41,1,0,0,1,923,1510.9472663595502,136.0273487729814,360.0,1.0,2,0,33131,3,25.85,-80.38
669,368,192,104,1,43,0,1,1,0,940,2316.8191352362464,167.8290843266658,360.0,1.0,1,1,33137,0,25.77,-80.32
671,309,45,114,1,23,0,0,1,0,1673,1575.8197103743155,132.49341750101846,360.0,1.0,2,1,33054,0,25.75,-80.24
676,233,236,171,1,24,0,0,1,0,1475,1770.2866030019036,269.77346019164895,360.0,1.0,1,1,33136,2,25.76,-80.29
678,395,134,114,1,32,0,0,0,0,2165,1547.6895944196574,155.17451271706796,360.0,1.0,1,1,33168,3,25.56,-80.17
683,181,256,169,1,23,0,2,0,1,6895,1839.689705396286,138.31545544698753,120.0,1.0,0,1,33150,3,25.78,-80.3
686,378,23,68,0,26,1,3,0,0,1691,1140.6746684305667,168.69295444524806,360.0,1.0,1,0,33141,3,25.6,-80.21
688,95,18,53,1,51,1,0,1,0,945,2967.6696176693463,151.07619408884634,360.0,1.0,1,1,33018,3,25.82,-80.36
689,35,9,114,1,47,0,0,0,0,5577,1673.4828713913485,290.24774979029405,360.0,1.0,1,1,33183,3,25.73,-80.36
690,363,183,104,1,33,0,0,0,1,4615,3152.3927329181697,106.57715496092129,360.0,1.0,0,1,33032,3,25.81,-80.4
693,325,292,16,1,22,0,0,1,0,2351,1515.1057911059163,171.06698406658938,360.0,1.0,2,1,33126,3,25.81,-80.4
694,323,108,147,0,26,1,0,0,0,2286,1763.6282176298675,132.39024724263808,360.0,0.0,1,1,33013,3,25.66,-80.41
696,166,301,152,0,44,1,0,0,0,3016,3246.327928352554,244.87015879396924,360.0,1.0,0,0,33137,3,25.85,-80.41
699,142,137,146,0,40,1,2,0,0,1287,1550.0244962735744,93.75225072898365,300.0,0.0,1,1,33180,1,25.93,-80.29
702,78,262,135,1,33,1,2,1,0,2820,1916.7089409450532,138.06332447425058,180.0,0.0,0,1,33182,0,25.78,-80.18
705,177,219,54,1,39,0,2,0,0,1159,818.8506408473751,149.44422894981656,360.0,0.0,1,0,33013,0,25.49,-80.34
708,250,257,10,1,28,1,0,0,0,1403,2213.5107961422596,116.62532486792259,360.0,0.0,1,1,33133,3,25.95,-80.24
711,370,175,114,1,25,0,2,0,0,2833,2063.726325545199,181.63404598505107,360.0,1.0,2,1,33138,3,25.85,-80.2
714,263,228,93,1,39,0,2,1,0,1182,1535.1257970559295,156.59597888814514,360.0,1.0,1,0,33128,3,25.52,-80.27
716,177,153,65,1,37,1,1,0,0,5153,4063.1841237718136,192.0004168568287,360.0,1.0,0,1,33184,1,25.81,-80.18
717,164,93,104,1,35,0,0,0,0,3893,1713.6643714496217,103.86729643829791,360.0,0.0,1,1,33187,1,25.68,-80.15
720,258,190,42,0,45,0,0,1,1,1506,1517.8964810832708,187.56915589492462,360.0,1.0,2,1,33158,1,25.75,-80.24
721,70,301,164,1,24,1,1,0,1,2037,1850.2579826309227,118.61827569152328,480.0,0.0,1,1,33136,0,25.64,-80.27
722,383,331,77,1,22,1,0,0,0,1169,2445.3683204105705,198.97071327699567,120.0,1.0,0,1,33137,3,25.53,-80.51
725,219,234,130,1,44,0,0,0,0,1658,1211.3503153105132,210.7565351687874,360.0,1.0,2,1,33168,3,25.9,-80.3
726,163,346,114,0,36,0,0,0,0,1663,2192.9185489610722,142.37803523994208,360.0,1.0,1,1,33165,3,25.9,-80.27
727,396,317,135,1,20,1,0,0,0,787,1442.2351860115216,128.35867517744344,360.0,1.0,2,1,33014,3,25.91,-80.2
728,235,212,54,0,36,1,0,0,0,2736,1374.5631974461223,108.39740745605225,360.0,1.0,0,1,33136,3,25.93,-80.24
735,280,159,165,1,39,0,1,0,0,2982,2678.5929678461735,188.00704013590087,360.0,1.0,1,1,33134,4,25.86,-80.41
744,174,273,122,1,38,1,0,0,0,1724,1628.7532262594789,94.87644615957002,300.0,1.0,1,0,33015,0,25.78,-80.4
746,223,252,96,1,33,0,3,0,0,2913,2274.3869442760633,157.26886589482416,360.0,0.0,0,1,33176,3,25.64,-80.3
752,109,291,67,1,20,0,0,0,0,1791,2087.723601529789,239.79046215383218,300.0,1.0,0,1,33137,3,25.5,-80.34
754,302,102,14,1,43,0,2,1,0,3209,1429.7161435056867,163.8443801962938,360.0,1.0,1,0,33010,3,25.65,-80.47
759,239,65,18,1,33,1,2,0,0,2047,1237.796644984584,102.18657333734942,360.0,0.0,2,1,33196,3,25.7,-80.36
761,9,213,46,1,47,0,0,0,0,2185,2108.3816045122667,131.7417059346824,360.0,1.0,1,0,33178,3,25.68,-80.3
764,223,153,93,1,39,1,3,0,0,1756,2207.316001868907,162.06319826496485,360.0,0.0,1,1,33016,1,25.75,-80.2
765,79,353,109,1,24,0,0,0,0,947,3885.7564077985326,113.80126582674633,360.0,0.0,0,1,33016,3,25.78,-80.39
768,292,309,10,1,19,1,1,0,0,779,1989.5228298683587,116.83859510715935,360.0,1.0,0,1,33031,3,25.66,-80.51
769,378,319,10,0,24,1,0,0,0,2035,1984.171766623369,102.04742821169042,360.0,1.0,0,0,33178,2,25.81,-80.51
776,166,262,23,1,22,1,0,0,0,3223,2002.659294643988,117.07335128861627,360.0,1.0,1,1,33012,3,25.81,-80.4
777,185,204,135,0,30,1,0,0,0,1246,1594.3960829453063,108.76916845247916,360.0,0.0,0,1,33137,3,25.75,-80.51
779,28,303,119,1,31,0,0,0,0,1931,1120.0910890591824,217.8798671235985,180.0,1.0,2,1,33141,2,25.77,-80.31
780,100,159,93,1,21,0,0,0,0,4540,2335.7192163439477,155.6102052471467,360.0,1.0,0,1,33193,4,25.57,-80.34
787,358,196,43,1,48,1,0,0,0,1392,1879.0355715193944,154.93051682161592,360.0,1.0,2,1,33125,3,25.78,-80.21
789,306,256,121,0,23,1,2,0,0,1762,1507.152604028384,148.08637293173035,360.0,1.0,0,1,33015,3,25.92,-80.38
790,294,55,5,1,26,0,0,0,1,1026,2133.363964721897,110.60035961228412,360.0,1.0,0,0,33185,3,25.85,-80.41
792,173,275,135,1,32,0,0,0,0,1110,2556.0610868118233,156.85305213920907,360.0,1.0,2,1,33139,3,25.9,-80.51
793,217,324,122,1,34,1,1,0,0,1714,1165.106953272022,102.72748916837139,120.0,1.0,2,0,33180,0,25.94,-80.27
794,373,320,130,1,21,0,2,0,1,1875,889.4204151971949,171.07380456594768,360.0,1.0,0,1,33179,2,25.66,-80.36
795,266,195,16,1,50,1,2,1,0,2517,1656.7354792346418,100.99875004393435,360.0,1.0,2,1,33035,3,25.79,-80.18
797,167,176,135,1,46,0,0,0,0,1427,2839.5653803694895,134.8852561920196,360.0,1.0,1,1,33169,3,25.78,-80.16
801,25,103,5,1,42,0,0,0,0,771,1248.4856295534464,114.56856093361256,360.0,0.0,1,1,33193,1,25.85,-80.36
802,21,249,1,1,29,1,0,0,0,2963,3218.574602760038,104.71481594311003,360.0,1.0,0,1,33146,0,25.88,-80.24
803,246,345,117,1,19,0,1,0,0,1895,2398.583081232922,120.30064983527939,180.0,1.0,0,1,33013,1,25.75,-80.28
808,162,291,135,1,30,0,0,1,0,2826,1031.9990355162008,158.77554124200054,360.0,0.0,2,1,33182,0,25.82,-80.18
809,409,348,160,1,26,1,0,0,0,875,2254.0636154941794,291.2520571026637,360.0,1.0,2,0,33101,3,25.7,-80.3
813,77,286,135,1,22,1,2,0,0,1822,2505.064748247009,116.070537402732,360.0,1.0,2,1,33015,3,25.65,-80.24
814,180,82,101,1,32,1,0,0,0,4078,1587.4754197947414,183.52466033627437,360.0,0.0,2,1,33126,3,25.6,-80.26
817,25,161,171,1,22,1,1,0,1,1889,4064.541299099655,130.85651974016423,360.0,1.0,1,1,33196,3,25.68,-80.24
818,83,231,18,1,24,0,0,0,0,1984,1831.4595830380338,106.43081903124572,360.0,1.0,0,1,33136,3,25.81,-80.18
819,363,120,158,1,37,0,2,0,0,2943,2749.3730034879995,122.05574842995667,360.0,0.0,0,1,33162,3,25.86,-80.28
824,137,68,1,1,49,0,0,0,0,2678,1577.2130568219934,198.13101875601328,360.0,1.0,1,0,33158,3,25.77,-80.5
825,399,163,45,1,38,1,0,0,0,2670,2201.5697481918924,102.04602523141247,360.0,1.0,0,1,33143,3,25.85,-80.5
826,399,112,69,1,31,0,0,0,0,2597,3226.7657927668592,189.45021789926744,360.0,1.0,1,1,33145,3,25.86,-80.24
827,250,289,128,1,37,1,0,0,0,1058,2185.4470411811835,123.53689419657921,360.0,1.0,2,1,33168,7,25.76,-80.51
828,317,86,46,1,25,0,0,0,0,1677,1535.9298918584866,113.10005040038149,360.0,1.0,1,1,33013,3,25.79,-80.24
829,325,195,33,1,50,1,0,0,1,2798,1921.227642144714,106.30820440116128,360.0,1.0,1,1,33156,3,25.89,-80.32
831,392,352,114,1,36,1,1,1,0,2387,886.1520540590642,183.22195456227257,180.0,0.0,0,1,33056,3,25.56,-80.18
833,269,296,114,1,27,0,0,0,0,3818,4082.530643258495,133.84926565297752,360.0,1.0,2,0,33137,3,25.73,-80.2
834,313,230,59,1,27,1,3,0,0,1430,2044.3239141853892,96.03687466727925,360.0,1.0,2,1,33149,0,25.53,-80.18
836,92,311,42,1,46,1,0,0,0,1210,1788.1882990888864,119.32633315004284,180.0,1.0,0,1,33135,3,25.78,-80.26
839,90,344,143,1,47,0,0,0,0,1489,3655.1754088965745,274.0648408779879,360.0,1.0,0,1,33180,3,25.27,-80.21
842,352,18,11,1,45,1,0,0,0,1310,1688.5122914663514,118.31386153981464,360.0,1.0,2,1,33122,3,25.56,-80.29
843,240,247,118,1,23,0,0,0,0,1563,1116.5652388032881,152.64736718368593,360.0,1.0,1,0,33139,3,25.93,-80.39
847,372,317,18,1,42,0,0,1,0,1251,1838.2549422144878,128.98600012144567,360.0,1.0,2,1,33146,3,25.77,-80.36
849,306,270,151,1,35,1,2,0,0,1441,3779.464759443613,153.8351312295667,360.0,1.0,2,1,33014,1,25.75,-80.34
850,200,260,52,0,20,0,0,0,0,3756,1997.8870873219705,115.42114146865896,180.0,0.0,1,1,33157,3,25.85,-80.3
851,28,5,18,1,41,0,0,1,0,1106,2563.565547702751,161.89071596374555,360.0,1.0,1,1,33031,0,25.78,-80.14
853,220,15,135,1,19,0,2,0,0,2167,1901.6003646415463,195.7653352730753,180.0,0.0,2,0,33144,3,25.92,-80.3
856,151,262,135,1,31,0,0,0,0,1481,2941.2314656424996,214.08747534037008,360.0,1.0,0,1,33031,3,25.85,-80.21
857,327,252,1,1,33,0,0,0,0,1299,3318.501185581649,246.2262145817237,360.0,1.0,2,1,33101,3,25.7,-80.24
858,332,320,130,1,21,0,0,0,0,1432,1010.2528503397975,152.31296062041773,360.0,1.0,1,1,33055,3,25.53,-80.46
861,284,300,150,1,41,1,1,0,0,1569,3143.4912687794913,93.7550344477177,360.0,1.0,2,0,33101,1,25.92,-80.15
863,101,280,35,1,22,0,0,0,0,2044,3703.935117065771,117.30339867381204,120.0,1.0,0,1,33010,3,25.5,-80.47
864,344,120,69,1,32,0,0,0,1,2042,2146.399269801078,200.81125952814668,360.0,1.0,0,1,33135,3,25.86,-80.33
867,337,113,155,1,22,0,0,0,1,2461,1232.2607469780733,224.7494521548126,360.0,1.0,0,1,33013,3,25.67,-80.49
870,263,147,28,1,33,1,2,1,0,2051,1144.2320714095122,173.81046019367116,360.0,0.0,2,1,33139,0,25.64,-80.18
873,374,172,144,1,25,1,0,0,0,2823,3144.804749578927,138.3867949580898,360.0,1.0,0,0,33172,3,25.79,-80.28
874,250,147,26,1,31,0,0,0,0,2195,614.5974493576705,142.96876286002046,360.0,1.0,1,0,33184,3,25.61,-80.36
876,30,14,1,1,34,0,0,0,0,1279,1358.301157579656,106.74450287715362,360.0,1.0,1,1,33031,3,25.7,-80.39
877,93,307,23,1,39,0,3,0,0,2983,2452.546595185655,141.76341141300037,360.0,1.0,2,1,33158,3,25.76,-80.27
878,16,306,10,0,23,0,0,0,0,1319,2226.193476762652,333.310085999547,360.0,1.0,0,0,33143,3,25.89,-80.39
880,91,206,1,1,27,1,0,0,0,3485,3092.7053194285963,95.49882394078895,180.0,1.0,0,1,33139,3,25.9,-80.27
881,28,14,114,1,25,1,0,1,0,2691,1201.6668088308227,137.73646343120902,360.0,0.0,1,1,33033,3,25.81,-80.24
884,270,191,135,1,23,0,0,0,0,1170,1726.8492890470268,140.75703772850133,360.0,0.0,1,1,33156,3,25.93,-80.39
885,28,348,110,1,22,1,0,0,0,1710,1639.943943032196,93.01723500923953,360.0,0.0,0,1,33131,3,25.7,-80.13
888,94,176,111,1,25,0,1,1,0,1331,2698.6095576788416,237.06203633154055,300.0,1.0,0,1,33034,1,25.93,-80.2
889,246,322,1,1,30,0,0,0,0,2469,2367.3375581003183,113.79383130989984,360.0,1.0,2,0,33144,3,25.89,-80.2
890,309,222,114,1,24,0,0,0,0,1705,1846.5401200200972,118.37454086725008,360.0,1.0,0,0,33136,0,25.85,-80.46
892,100,300,1,1,26,1,2,0,1,8599,1421.1208426001735,226.30497813291737,300.0,1.0,1,1,33035,3,25.78,-80.41
896,373,252,141,1,22,0,1,0,0,2195,2319.264804362885,199.63378138725733,360.0,1.0,1,1,33176,3,25.7,-80.14
901,364,34,44,1,25,1,1,0,1,1168,2564.853185496418,104.05029757583048,360.0,1.0,1,1,33172,3,25.49,-80.41
902,95,297,22,1,29,1,0,0,1,2008,948.5735146449875,149.09892276448315,300.0,0.0,2,1,33142,3,25.95,-80.41
903,410,303,60,0,26,1,0,0,1,6111,1058.4031320264944,126.06501642885335,300.0,0.0,0,1,33149,3,25.77,-80.45
909,215,274,155,1,23,0,1,0,0,1670,1780.0912521041055,163.6114999373471,360.0,1.0,0,1,33056,7,25.6,-80.39
910,220,215,135,1,37,0,0,0,1,814,1351.0970834571247,173.1126128163561,360.0,1.0,2,1,33193,3,25.81,-80.16
911,329,131,135,1,34,1,0,0,0,3955,1113.3588522980567,113.12811777397395,360.0,1.0,0,1,33156,0,25.73,-80.35
915,223,271,135,1,28,0,0,0,0,1391,1528.5645718144121,105.52901688407944,360.0,1.0,2,1,33172,0,25.81,-80.18
916,182,300,26,1,38,1,0,0,0,1123,1515.239239139013,145.82571926014268,360.0,1.0,1,1,33135,0,25.7,-80.21
920,213,47,1,1,23,1,0,0,0,2068,1672.129495363602,166.99953034689577,360.0,1.0,0,1,33031,0,25.85,-80.24
925,396,145,51,0,27,1,1,1,1,1982,1675.6291757307845,155.06643551827338,360.0,1.0,2,1,33146,3,25.9,-80.15
926,158,167,135,1,42,0,0,0,0,1125,3195.317211385195,282.5092686193959,360.0,1.0,1,1,33189,3,25.85,-80.21
927,47,108,114,1,36,0,0,0,1,2342,3897.004416229686,116.07715568814284,360.0,1.0,1,1,33126,3,25.9,-80.2
929,151,319,25,1,23,0,0,0,0,870,1756.357415705672,110.3050962353762,240.0,0.0,0,1,33055,3,25.82,-80.24
930,106,176,80,1,29,1,0,0,1,1116,2161.568412515685,161.49274282760544,360.0,1.0,0,1,33018,0,25.89,-80.35
931,334,41,164,1,46,1,0,0,0,3204,1574.6267328022902,105.79703874923536,180.0,1.0,1,1,33181,3,25.68,-80.27
933,321,23,114,1,36,0,0,0,0,1439,1599.1494516239688,146.98200447170765,360.0,0.0,2,1,33180,3,25.49,-80.47
934,139,260,20,1,28,0,0,0,0,4082,2528.4835829320878,114.88690264002338,360.0,1.0,1,1,33013,3,25.85,-80.27
935,72,300,96,1,35,1,2,0,1,2217,3263.418572338151,172.4237314090953,360.0,1.0,1,1,33018,7,25.75,-80.58
938,404,1,18,1,37,1,1,0,0,1878,1252.9215729871771,255.66883662047417,360.0,1.0,0,1,33031,3,25.71,-80.36
942,93,290,140,1,24,0,0,1,0,3218,1960.0362343644451,166.00887372865716,480.0,1.0,2,1,33173,3,25.89,-80.32
943,58,342,46,1,27,1,0,0,0,2639,1474.551003493921,141.30770053451442,360.0,1.0,0,1,33173,3,25.93,-80.41
944,403,351,1,0,31,1,0,1,0,1935,2285.6004625952055,109.79513844984784,360.0,1.0,1,1,33054,3,25.77,-80.51
950,211,249,84,0,28,1,0,0,0,2859,2235.8293513485232,263.14187979169543,360.0,0.0,2,1,33126,3,25.76,-80.31
951,4,10,16,1,24,1,0,1,0,2524,2037.3364395138994,103.88131993802419,360.0,1.0,0,1,33190,3,25.81,-80.28
952,4,211,114,1,47,0,0,0,0,1899,1764.9279354598157,227.0342043667007,360.0,0.0,1,0,33168,3,25.73,-80.24
966,280,332,1,1,23,1,0,0,0,918,3697.6713530117577,94.90655626702133,360.0,1.0,1,1,33173,3,25.75,-80.19
969,202,110,113,1,37,0,1,0,0,5061,2174.151378295304,105.28245524420093,360.0,0.0,1,1,33146,3,25.93,-80.19
970,394,103,145,1,45,0,0,0,0,868,1706.7002750044323,106.3104087333723,360.0,1.0,0,1,33183,0,25.61,-80.18
971,366,61,41,0,28,0,0,0,0,2252,2757.2036342870497,124.77296460170086,360.0,1.0,1,1,33185,3,25.85,-80.27
973,61,88,96,1,21,0,0,0,0,1197,2375.170052301164,160.17217240564958,360.0,1.0,0,1,33176,3,25.75,-80.46
974,48,272,155,1,20,0,3,0,0,1872,1356.395336770251,243.96189699883888,360.0,1.0,2,1,33141,0,25.72,-80.15
977,96,295,1,1,23,0,0,0,0,1286,1461.5133547392018,98.22558085542914,360.0,1.0,2,1,33158,3,25.78,-80.51
981,82,336,126,1,24,1,0,0,0,899,1541.6792098189949,113.16239747090616,360.0,0.0,0,1,33141,3,25.81,-80.51
984,278,36,56,1,20,1,0,0,0,1043,1843.8080852073494,117.74056310141566,360.0,1.0,2,0,33142,3,25.86,-80.21
985,167,16,135,1,21,0,0,0,0,1374,3205.0897624479294,120.02219562711691,360.0,1.0,0,1,33183,3,25.86,-80.31
986,86,225,16,1,24,1,0,0,1,3037,2031.4895564155113,294.4649356877477,360.0,1.0,2,1,33016,3,25.64,-80.14
997,18,228,156,1,31,0,0,0,0,1194,1709.5500865937952,97.47243155506354,360.0,0.0,2,1,33138,3,25.78,-80.4
998,380,238,166,1,22,0,0,0,0,1338,1170.3455514630607,129.81030711338926,360.0,1.0,2,1,33016,0,25.81,-80.18
999,159,222,114,1,31,0,1,0,0,1201,2858.1389008005144,162.54841926003309,360.0,1.0,1,0,33131,3,25.9,-80.41
1000,333,315,114,1,46,1,2,0,0,2051,2841.2833926245626,93.66701645644474,360.0,1.0,1,1,33183,1,25.75,-80.24
1002,147,348,18,1,46,0,1,0,0,2856,1658.5741756835912,99.61173899165186,360.0,1.0,1,1,33162,3,25.76,-80.3
1005,385,238,135,1,25,0,0,0,0,2121,2218.1183895890476,165.83104650244,360.0,1.0,0,1,33031,3,25.78,-80.23
1006,347,73,171,1,29,1,3,0,0,2313,1127.7193383683762,105.42543277468508,360.0,1.0,0,1,33139,3,25.83,-80.46
